date,volcano,value,unit,track,product,sensor,image_path
2020-10-15T09:57:32,Villarrica,0.000211,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201009T095708_20201015T095732_VV_disp.png
2020-10-20T10:01:29,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201014T100042_20201020T100129_VV_disp.png
2020-10-20T23:43:06,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201014T234224_20201020T234305_VV_disp.png
2020-10-21T09:56:19,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201015T095707_20201021T095618_VV_disp.png
2020-10-21T09:56:44,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201015T095732_20201021T095643_VV_disp.png
2020-10-21T09:57:08,Villarrica,9.08e-06,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201015T095732_20201021T095708_VV_disp.png
2020-10-22T23:27:37,Planchon-Peteroa,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/planchonpeteroa/2020/planchonpeteroa_20201016T232654_20201022T232736_VV_disp.png
2020-10-26T10:00:43,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201020T100129_20201026T100042_VV_disp.png
2020-10-27T09:57:07,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201021T095618_20201027T095707_VV_disp.png
2020-10-27T09:57:32,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201021T095643_20201027T095732_VV_disp.png
2020-11-01T10:01:29,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201026T100042_20201101T100129_VV_disp.png
2020-11-01T23:43:06,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201026T234224_20201101T234305_VV_disp.png
2020-11-02T09:56:19,Nevados de Chillan,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201027T095707_20201102T095618_VV_disp.png
2020-11-02T09:56:44,Copahue,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/copahue/2020/copahue_20201027T095732_20201102T095643_VV_disp.png
2020-11-02T09:57:09,Villarrica,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201027T095732_20201102T095708_VV_disp.png
2020-11-03T23:27:37,Planchon-Peteroa,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/planchonpeteroa/2020/planchonpeteroa_20201022T232736_20201103T232736_VV_disp.png
2020-11-07T10:00:43,Lascar,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/lascar/2020/lascar_20201101T100129_20201107T100042_VV_disp.png
2020-11-07T23:42:24,Villarrica,9.95e-05,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201101T234305_20201107T234224_VV_disp.png
